dataset_key,window_index,start_row,end_row,label_purity
xmu_2,138,20700,21299,1.0
xmu_2,139,20850,21449,1.0
xmu_2,140,21000,21599,1.0
xmu_2,141,21150,21749,1.0
xmu_2,142,21300,21899,1.0
xmu_2,143,21450,22049,1.0
xmu_2,144,21600,22199,1.0
xmu_2,145,21750,22349,1.0
xmu_2,146,21900,22499,1.0
xmu_2,147,22050,22649,1.0
xmu_2,148,22200,22799,1.0
xmu_2,149,22350,22949,1.0
xmu_2,150,22500,23099,1.0
xmu_2,151,22650,23249,1.0
xmu_2,152,22800,23399,1.0
xmu_2,153,22950,23549,1.0
xmu_2,154,23100,23699,1.0
xmu_2,155,23250,23849,1.0
xmu_2,156,23400,23999,1.0
xmu_2,157,23550,24149,1.0
xmu_2,158,23700,24299,1.0
xmu_2,159,23850,24449,1.0
xmu_2,160,24000,24599,1.0
xmu_2,161,24150,24749,1.0
xmu_2,162,24300,24899,1.0
xmu_2,163,24450,25049,1.0
xmu_2,164,24600,25199,1.0
xmu_2,165,24750,25349,1.0
xmu_2,166,24900,25499,1.0
xmu_2,167,25050,25649,1.0
xmu_2,168,25200,25799,1.0
xmu_2,169,25350,25949,1.0
xmu_2,170,25500,26099,1.0
xmu_2,171,25650,26249,1.0
xmu_2,172,25800,26399,1.0
xmu_2,173,25950,26549,1.0
xmu_2,174,26100,26699,1.0
xmu_2,175,26250,26849,1.0
xmu_2,176,26400,26999,1.0
xmu_2,177,26550,27149,1.0
xmu_2,178,26700,27299,1.0
xmu_2,179,26850,27449,1.0
xmu_2,180,27000,27599,1.0
xmu_2,181,27150,27749,1.0
xmu_2,182,27300,27899,1.0
xmu_2,183,27450,28049,1.0
xmu_2,184,27600,28199,1.0
xmu_2,185,27750,28349,1.0
xmu_2,186,27900,28499,1.0
xmu_2,187,28050,28649,1.0
xmu_2,188,28200,28799,1.0
xmu_2,189,28350,28949,1.0
xmu_2,190,28500,29099,1.0
xmu_2,191,28650,29249,1.0
xmu_2,192,28800,29399,1.0
xmu_2,193,28950,29549,1.0
xmu_2,194,29100,29699,1.0
xmu_2,195,29250,29849,1.0
xmu_2,196,29400,29999,1.0
xmu_2,197,29550,30149,1.0
xmu_2,198,29700,30299,1.0
xmu_2,199,29850,30449,1.0
xmu_2,200,30000,30599,1.0
xmu_2,201,30150,30749,1.0
xmu_2,202,30300,30899,1.0
xmu_2,203,30450,31049,1.0
xmu_2,204,30600,31199,1.0
xmu_2,205,30750,31349,1.0
xmu_2,206,30900,31499,1.0
xmu_2,207,31050,31649,1.0
xmu_2,208,31200,31799,1.0
xmu_2,209,31350,31949,1.0
xmu_2,210,31500,32099,1.0
xmu_2,211,31650,32249,1.0
xmu_2,212,31800,32399,1.0
xmu_2,213,31950,32549,1.0
xmu_2,214,32100,32699,1.0
xmu_2,215,32250,32849,1.0
xmu_2,216,32400,32999,1.0
xmu_2,217,32550,33149,1.0
xmu_2,218,32700,33299,1.0
xmu_2,219,32850,33449,1.0
xmu_2,220,33000,33599,1.0
xmu_2,221,33150,33749,1.0
xmu_2,222,33300,33899,1.0
xmu_2,223,33450,34049,1.0
xmu_2,224,33600,34199,1.0
xmu_2,225,33750,34349,1.0
xmu_2,226,33900,34499,1.0
xmu_2,227,34050,34649,1.0
xmu_2,228,34200,34799,1.0
xmu_2,229,34350,34949,1.0
xmu_2,230,34500,35099,1.0
xmu_2,231,34650,35249,1.0
xmu_2,232,34800,35399,1.0
xmu_2,233,34950,35549,1.0
xmu_2,234,35100,35699,1.0
xmu_2,235,35250,35849,1.0
xmu_2,236,35400,35999,1.0
xmu_2,237,35550,36149,1.0
xmu_2,238,35700,36299,1.0
xmu_2,239,35850,36449,1.0
xmu_2,240,36000,36599,1.0
xmu_2,241,36150,36749,1.0
xmu_2,242,36300,36899,1.0
xmu_2,243,36450,37049,1.0
xmu_2,244,36600,37199,1.0
xmu_2,245,36750,37349,1.0
xmu_2,246,36900,37499,1.0
xmu_2,247,37050,37649,1.0
xmu_2,248,37200,37799,1.0
xmu_2,249,37350,37949,1.0
xmu_2,250,37500,38099,1.0
xmu_2,251,37650,38249,1.0
xmu_2,252,37800,38399,1.0
xmu_2,253,37950,38549,1.0
xmu_2,254,38100,38699,1.0
xmu_2,255,38250,38849,1.0
xmu_2,256,38400,38999,1.0
xmu_2,257,38550,39149,1.0
xmu_2,258,38700,39299,1.0
xmu_2,259,38850,39449,1.0
xmu_2,260,39000,39599,1.0
xmu_2,261,39150,39749,1.0
xmu_2,262,39300,39899,1.0
xmu_2,263,39450,40049,1.0
xmu_2,264,39600,40199,1.0
xmu_2,265,39750,40349,1.0
xmu_2,266,39900,40499,1.0
xmu_2,267,40050,40649,1.0
xmu_2,268,40200,40799,1.0
xmu_2,269,40350,40949,1.0
xmu_2,270,40500,41099,1.0
xmu_2,271,40650,41249,1.0
xmu_2,272,40800,41399,1.0
xmu_2,273,40950,41549,1.0
xmu_2,274,41100,41699,1.0
xmu_2,275,41250,41849,1.0
xmu_2,276,41400,41999,1.0
xmu_2,277,41550,42149,1.0
xmu_2,278,41700,42299,1.0
xmu_2,279,41850,42449,1.0
xmu_2,280,42000,42599,1.0
xmu_2,281,42150,42749,1.0
xmu_2,282,42300,42899,1.0
xmu_2,283,42450,43049,1.0
xmu_2,284,42600,43199,1.0
xmu_2,285,42750,43349,1.0
xmu_2,286,42900,43499,1.0
xmu_2,287,43050,43649,1.0
xmu_2,288,43200,43799,1.0
xmu_2,289,43350,43949,1.0
xmu_2,290,43500,44099,1.0
xmu_2,291,43650,44249,1.0
xmu_2,292,43800,44399,1.0
xmu_2,293,43950,44549,1.0
xmu_2,294,44100,44699,1.0
xmu_2,295,44250,44849,1.0
xmu_2,296,44400,44999,1.0
xmu_2,297,44550,45149,1.0
xmu_2,298,44700,45299,1.0
xmu_2,299,44850,45449,1.0
xmu_2,300,45000,45599,1.0
xmu_2,301,45150,45749,1.0
xmu_2,302,45300,45899,1.0
xmu_2,303,45450,46049,1.0
xmu_2,304,45600,46199,1.0
xmu_2,305,45750,46349,1.0
xmu_2,306,45900,46499,1.0
xmu_2,307,46050,46649,1.0
xmu_2,308,46200,46799,1.0
xmu_2,309,46350,46949,1.0
xmu_2,310,46500,47099,1.0
xmu_2,311,46650,47249,1.0
xmu_2,312,46800,47399,1.0
xmu_2,313,46950,47549,1.0
xmu_2,314,47100,47699,1.0
xmu_2,315,47250,47849,1.0
xmu_2,316,47400,47999,1.0
xmu_2,317,47550,48149,1.0
xmu_2,318,47700,48299,1.0
xmu_2,319,47850,48449,1.0
xmu_2,320,48000,48599,1.0
xmu_2,321,48150,48749,1.0
xmu_2,322,48300,48899,1.0
xmu_2,323,48450,49049,1.0
xmu_2,324,48600,49199,1.0
xmu_2,325,48750,49349,1.0
xmu_2,326,48900,49499,1.0
xmu_2,327,49050,49649,1.0
xmu_2,328,49200,49799,1.0
xmu_2,329,49350,49949,1.0
xmu_2,330,49500,50099,1.0
xmu_2,331,49650,50249,1.0
xmu_2,332,49800,50399,1.0
xmu_2,333,49950,50549,1.0
xmu_2,334,50100,50699,1.0
xmu_2,335,50250,50849,1.0
xmu_2,336,50400,50999,1.0
xmu_2,337,50550,51149,1.0
xmu_2,338,50700,51299,1.0
xmu_2,339,50850,51449,1.0
xmu_2,340,51000,51599,1.0
xmu_2,344,51600,52199,0.9350000023841858
xmu_2,345,51750,52349,1.0
xmu_2,346,51900,52499,1.0
xmu_2,347,52050,52649,1.0
xmu_2,348,52200,52799,1.0
xmu_2,349,52350,52949,1.0
xmu_2,350,52500,53099,1.0
xmu_2,351,52650,53249,1.0
xmu_2,352,52800,53399,1.0
xmu_2,353,52950,53549,1.0
xmu_2,354,53100,53699,1.0
xmu_2,355,53250,53849,1.0
xmu_2,356,53400,53999,1.0
xmu_2,357,53550,54149,1.0
xmu_2,358,53700,54299,1.0
xmu_2,359,53850,54449,1.0
xmu_2,360,54000,54599,1.0
xmu_2,361,54150,54749,1.0
xmu_2,362,54300,54899,1.0
xmu_2,363,54450,55049,1.0
xmu_2,364,54600,55199,1.0
xmu_2,365,54750,55349,1.0
xmu_2,366,54900,55499,1.0
xmu_2,367,55050,55649,1.0
xmu_2,368,55200,55799,1.0
xmu_2,369,55350,55949,1.0
xmu_2,370,55500,56099,1.0
xmu_2,371,55650,56249,1.0
xmu_2,372,55800,56399,1.0
xmu_2,373,55950,56549,1.0
xmu_2,374,56100,56699,1.0
xmu_2,375,56250,56849,1.0
xmu_2,376,56400,56999,1.0
xmu_2,377,56550,57149,1.0
xmu_2,378,56700,57299,1.0
xmu_2,379,56850,57449,1.0
xmu_2,380,57000,57599,1.0
xmu_2,381,57150,57749,1.0
xmu_2,382,57300,57899,1.0
xmu_2,383,57450,58049,1.0
xmu_2,384,57600,58199,1.0
xmu_2,385,57750,58349,1.0
xmu_2,386,57900,58499,1.0
xmu_2,387,58050,58649,1.0
xmu_2,388,58200,58799,1.0
xmu_2,389,58350,58949,1.0
xmu_2,390,58500,59099,1.0
xmu_2,391,58650,59249,1.0
xmu_2,392,58800,59399,1.0
xmu_2,393,58950,59549,1.0
xmu_2,394,59100,59699,1.0
xmu_2,395,59250,59849,1.0
xmu_2,396,59400,59999,1.0
xmu_2,397,59550,60149,1.0
xmu_2,398,59700,60299,1.0
xmu_2,399,59850,60449,1.0
xmu_2,400,60000,60599,1.0
xmu_2,401,60150,60749,1.0
xmu_2,402,60300,60899,1.0
xmu_2,403,60450,61049,1.0
xmu_2,404,60600,61199,1.0
xmu_2,405,60750,61349,1.0
xmu_2,406,60900,61499,1.0
xmu_2,407,61050,61649,1.0
xmu_2,408,61200,61799,1.0
xmu_2,409,61350,61949,1.0
xmu_2,410,61500,62099,1.0
xmu_2,411,61650,62249,1.0
xmu_2,412,61800,62399,1.0
xmu_2,413,61950,62549,1.0
xmu_2,414,62100,62699,1.0
xmu_2,415,62250,62849,1.0
xmu_2,416,62400,62999,1.0
xmu_2,417,62550,63149,1.0
xmu_2,418,62700,63299,1.0
xmu_2,419,62850,63449,1.0
xmu_2,420,63000,63599,1.0
xmu_2,421,63150,63749,1.0
xmu_2,422,63300,63899,1.0
xmu_2,423,63450,64049,1.0
xmu_2,424,63600,64199,1.0
xmu_2,425,63750,64349,1.0
xmu_2,426,63900,64499,1.0
xmu_2,427,64050,64649,1.0
xmu_2,428,64200,64799,1.0
xmu_2,429,64350,64949,1.0
xmu_2,430,64500,65099,1.0
xmu_2,431,64650,65249,1.0
xmu_2,432,64800,65399,1.0
xmu_2,433,64950,65549,1.0
xmu_2,434,65100,65699,1.0
xmu_2,435,65250,65849,1.0
xmu_2,436,65400,65999,1.0
xmu_2,437,65550,66149,1.0
xmu_2,438,65700,66299,1.0
xmu_2,439,65850,66449,1.0
xmu_2,440,66000,66599,1.0
xmu_2,441,66150,66749,1.0
xmu_2,442,66300,66899,1.0
xmu_2,443,66450,67049,1.0
xmu_2,444,66600,67199,1.0
xmu_2,445,66750,67349,1.0
xmu_2,446,66900,67499,1.0
xmu_2,447,67050,67649,1.0
xmu_2,448,67200,67799,1.0
xmu_2,449,67350,67949,1.0
xmu_2,450,67500,68099,1.0
xmu_2,451,67650,68249,1.0
xmu_2,452,67800,68399,1.0
xmu_2,453,67950,68549,1.0
xmu_2,454,68100,68699,1.0
xmu_2,455,68250,68849,1.0
xmu_2,456,68400,68999,1.0
xmu_2,457,68550,69149,1.0
xmu_2,458,68700,69299,1.0
xmu_2,459,68850,69449,1.0
xmu_2,460,69000,69599,1.0
xmu_2,461,69150,69749,1.0
xmu_2,462,69300,69899,1.0
xmu_2,463,69450,70049,1.0
xmu_2,464,69600,70199,1.0
xmu_2,465,69750,70349,1.0
xmu_2,466,69900,70499,1.0
xmu_2,467,70050,70649,1.0
xmu_2,468,70200,70799,1.0
xmu_2,469,70350,70949,1.0
xmu_2,470,70500,71099,1.0
xmu_2,471,70650,71249,1.0
xmu_2,472,70800,71399,1.0
xmu_2,473,70950,71549,1.0
xmu_2,474,71100,71699,1.0
xmu_2,475,71250,71849,1.0
xmu_2,476,71400,71999,1.0
xmu_2,477,71550,72149,1.0
xmu_2,478,71700,72299,1.0
xmu_2,479,71850,72449,1.0
xmu_2,480,72000,72599,1.0
xmu_2,481,72150,72749,1.0
xmu_2,482,72300,72899,1.0
xmu_2,483,72450,73049,1.0
xmu_2,484,72600,73199,1.0
xmu_2,485,72750,73349,1.0
xmu_2,486,72900,73499,1.0
xmu_2,487,73050,73649,1.0
xmu_2,488,73200,73799,1.0
xmu_2,489,73350,73949,1.0
xmu_2,490,73500,74099,1.0
xmu_2,491,73650,74249,1.0
xmu_2,492,73800,74399,1.0
xmu_2,493,73950,74549,1.0
xmu_2,494,74100,74699,1.0
xmu_2,495,74250,74849,1.0
xmu_2,496,74400,74999,1.0
xmu_2,497,74550,75149,1.0
xmu_2,498,74700,75299,1.0
xmu_2,499,74850,75449,1.0
xmu_2,500,75000,75599,1.0
xmu_2,501,75150,75749,1.0
xmu_2,502,75300,75899,1.0
xmu_2,503,75450,76049,1.0
xmu_2,504,75600,76199,1.0
xmu_2,505,75750,76349,1.0
xmu_2,506,75900,76499,1.0
xmu_2,507,76050,76649,1.0
xmu_2,508,76200,76799,1.0
xmu_2,509,76350,76949,1.0
xmu_2,510,76500,77099,1.0
xmu_2,511,76650,77249,1.0
xmu_2,512,76800,77399,1.0
xmu_2,513,76950,77549,1.0
xmu_2,514,77100,77699,1.0
xmu_2,515,77250,77849,1.0
xmu_2,516,77400,77999,1.0
xmu_2,517,77550,78149,1.0
xmu_2,521,78150,78749,0.9933333396911621
xmu_2,522,78300,78899,1.0
xmu_2,523,78450,79049,1.0
xmu_2,524,78600,79199,1.0
xmu_2,525,78750,79349,1.0
xmu_2,526,78900,79499,1.0
xmu_2,527,79050,79649,1.0
xmu_2,528,79200,79799,1.0
xmu_2,529,79350,79949,1.0
xmu_2,530,79500,80099,1.0
xmu_2,531,79650,80249,1.0
xmu_2,532,79800,80399,1.0
xmu_2,533,79950,80549,1.0
xmu_2,534,80100,80699,1.0
xmu_2,535,80250,80849,1.0
xmu_2,536,80400,80999,1.0
xmu_2,537,80550,81149,1.0
xmu_2,538,80700,81299,1.0
xmu_2,539,80850,81449,1.0
xmu_2,540,81000,81599,1.0
xmu_2,541,81150,81749,1.0
xmu_2,542,81300,81899,1.0
xmu_2,543,81450,82049,1.0
xmu_2,544,81600,82199,1.0
xmu_2,545,81750,82349,1.0
xmu_2,546,81900,82499,1.0
xmu_2,547,82050,82649,1.0
xmu_2,548,82200,82799,1.0
xmu_2,549,82350,82949,1.0
xmu_2,550,82500,83099,1.0
xmu_2,551,82650,83249,1.0
xmu_2,552,82800,83399,1.0
xmu_2,553,82950,83549,1.0
xmu_2,554,83100,83699,1.0
xmu_2,555,83250,83849,1.0
xmu_2,556,83400,83999,1.0
xmu_2,557,83550,84149,1.0
xmu_2,558,83700,84299,1.0
xmu_2,559,83850,84449,1.0
xmu_2,560,84000,84599,1.0
xmu_2,561,84150,84749,1.0
xmu_2,562,84300,84899,1.0
xmu_2,563,84450,85049,1.0
xmu_2,564,84600,85199,1.0
xmu_2,565,84750,85349,1.0
xmu_2,566,84900,85499,1.0
xmu_2,567,85050,85649,1.0
xmu_2,568,85200,85799,1.0
xmu_2,569,85350,85949,1.0
xmu_2,570,85500,86099,1.0
xmu_2,571,85650,86249,1.0
xmu_2,572,85800,86399,1.0
xmu_2,573,85950,86549,1.0
xmu_2,574,86100,86699,1.0
xmu_2,575,86250,86849,1.0
xmu_2,576,86400,86999,1.0
xmu_2,577,86550,87149,1.0
xmu_2,578,86700,87299,1.0
xmu_2,579,86850,87449,1.0
xmu_2,580,87000,87599,1.0
xmu_2,581,87150,87749,1.0
xmu_2,582,87300,87899,1.0
xmu_2,583,87450,88049,1.0
xmu_2,584,87600,88199,1.0
xmu_2,585,87750,88349,1.0
xmu_2,586,87900,88499,1.0
xmu_2,587,88050,88649,1.0
xmu_2,588,88200,88799,1.0
xmu_2,589,88350,88949,1.0
xmu_2,590,88500,89099,1.0
xmu_2,591,88650,89249,1.0
xmu_2,592,88800,89399,1.0
xmu_2,593,88950,89549,1.0
xmu_2,594,89100,89699,1.0
xmu_2,595,89250,89849,1.0
xmu_2,596,89400,89999,1.0
xmu_2,597,89550,90149,1.0
xmu_2,598,89700,90299,1.0
xmu_2,599,89850,90449,1.0
xmu_2,600,90000,90599,1.0
xmu_2,601,90150,90749,1.0
xmu_2,602,90300,90899,1.0
xmu_2,603,90450,91049,1.0
xmu_2,604,90600,91199,1.0
xmu_2,605,90750,91349,1.0
xmu_2,606,90900,91499,1.0
xmu_2,607,91050,91649,1.0
xmu_2,608,91200,91799,1.0
xmu_2,609,91350,91949,1.0
xmu_2,610,91500,92099,1.0
xmu_2,611,91650,92249,1.0
xmu_2,612,91800,92399,1.0
xmu_2,613,91950,92549,1.0
xmu_2,614,92100,92699,1.0
xmu_2,615,92250,92849,1.0
xmu_2,616,92400,92999,1.0
xmu_2,617,92550,93149,1.0
xmu_2,618,92700,93299,1.0
xmu_2,619,92850,93449,1.0
xmu_2,620,93000,93599,1.0
xmu_2,621,93150,93749,1.0
xmu_2,622,93300,93899,1.0
xmu_2,623,93450,94049,1.0
xmu_2,624,93600,94199,1.0
xmu_2,625,93750,94349,1.0
xmu_2,626,93900,94499,1.0
xmu_2,627,94050,94649,1.0
xmu_2,628,94200,94799,1.0
xmu_2,629,94350,94949,1.0
xmu_2,630,94500,95099,1.0
xmu_2,631,94650,95249,1.0
xmu_2,632,94800,95399,1.0
xmu_2,633,94950,95549,1.0
xmu_2,634,95100,95699,1.0
xmu_2,635,95250,95849,1.0
xmu_2,636,95400,95999,1.0
xmu_2,637,95550,96149,1.0
xmu_2,638,95700,96299,1.0
xmu_2,639,95850,96449,1.0
xmu_2,640,96000,96599,1.0
xmu_2,641,96150,96749,1.0
xmu_2,642,96300,96899,1.0
xmu_2,643,96450,97049,1.0
xmu_2,644,96600,97199,1.0
xmu_2,645,96750,97349,1.0
xmu_2,646,96900,97499,1.0
xmu_2,647,97050,97649,1.0
xmu_2,648,97200,97799,1.0
xmu_2,649,97350,97949,1.0
xmu_2,650,97500,98099,1.0
xmu_2,651,97650,98249,1.0
xmu_2,652,97800,98399,1.0
xmu_2,653,97950,98549,1.0
xmu_2,654,98100,98699,1.0
xmu_2,655,98250,98849,1.0
xmu_2,659,98850,99449,0.9333333373069763
xmu_2,660,99000,99599,1.0
xmu_2,661,99150,99749,1.0
xmu_2,662,99300,99899,1.0
xmu_2,663,99450,100049,1.0
xmu_2,664,99600,100199,1.0
xmu_2,665,99750,100349,1.0
xmu_2,666,99900,100499,1.0
xmu_2,667,100050,100649,1.0
xmu_2,668,100200,100799,1.0
xmu_2,669,100350,100949,1.0
xmu_2,670,100500,101099,1.0
xmu_2,671,100650,101249,1.0
xmu_2,672,100800,101399,1.0
xmu_2,673,100950,101549,1.0
xmu_2,674,101100,101699,1.0
xmu_2,675,101250,101849,1.0
xmu_2,676,101400,101999,1.0
xmu_2,677,101550,102149,1.0
xmu_2,678,101700,102299,1.0
xmu_2,679,101850,102449,1.0
xmu_2,680,102000,102599,1.0
xmu_2,681,102150,102749,1.0
xmu_2,682,102300,102899,1.0
xmu_2,683,102450,103049,1.0
xmu_2,684,102600,103199,1.0
xmu_2,685,102750,103349,1.0
xmu_2,686,102900,103499,1.0
xmu_2,687,103050,103649,1.0
xmu_2,688,103200,103799,1.0
xmu_2,689,103350,103949,1.0
xmu_2,690,103500,104099,1.0
xmu_2,691,103650,104249,1.0
xmu_2,692,103800,104399,1.0
xmu_2,693,103950,104549,1.0
xmu_2,694,104100,104699,1.0
xmu_2,695,104250,104849,1.0
xmu_2,696,104400,104999,1.0
xmu_2,697,104550,105149,1.0
xmu_2,698,104700,105299,1.0
xmu_2,699,104850,105449,1.0
xmu_2,700,105000,105599,1.0
xmu_2,701,105150,105749,1.0
xmu_2,702,105300,105899,1.0
xmu_2,703,105450,106049,1.0
xmu_2,704,105600,106199,1.0
xmu_2,705,105750,106349,1.0
xmu_2,706,105900,106499,1.0
xmu_2,707,106050,106649,1.0
xmu_2,708,106200,106799,1.0
xmu_2,709,106350,106949,1.0
xmu_2,710,106500,107099,1.0
xmu_2,711,106650,107249,1.0
xmu_2,712,106800,107399,1.0
xmu_2,713,106950,107549,1.0
xmu_2,714,107100,107699,1.0
xmu_2,715,107250,107849,1.0
xmu_2,716,107400,107999,1.0
xmu_2,717,107550,108149,1.0
xmu_2,718,107700,108299,1.0
xmu_2,719,107850,108449,1.0
xmu_2,720,108000,108599,1.0
xmu_2,721,108150,108749,1.0
xmu_2,722,108300,108899,1.0
xmu_2,723,108450,109049,1.0
xmu_2,724,108600,109199,1.0
xmu_2,725,108750,109349,1.0
xmu_2,726,108900,109499,1.0
xmu_2,727,109050,109649,1.0
xmu_2,728,109200,109799,1.0
xmu_2,729,109350,109949,1.0
xmu_2,730,109500,110099,1.0
xmu_2,731,109650,110249,1.0
xmu_2,732,109800,110399,1.0
xmu_2,733,109950,110549,1.0
xmu_2,734,110100,110699,1.0
xmu_2,735,110250,110849,1.0
xmu_2,736,110400,110999,1.0
xmu_2,737,110550,111149,1.0
xmu_2,738,110700,111299,1.0
xmu_2,739,110850,111449,1.0
xmu_2,740,111000,111599,1.0
xmu_2,741,111150,111749,1.0
xmu_2,742,111300,111899,1.0
xmu_2,743,111450,112049,1.0
xmu_2,744,111600,112199,1.0
xmu_2,745,111750,112349,1.0
xmu_2,746,111900,112499,1.0
xmu_2,747,112050,112649,1.0
xmu_2,748,112200,112799,1.0
xmu_2,749,112350,112949,1.0
xmu_2,750,112500,113099,1.0
xmu_2,751,112650,113249,1.0
xmu_2,752,112800,113399,1.0
xmu_2,753,112950,113549,1.0
xmu_2,754,113100,113699,1.0
xmu_2,755,113250,113849,1.0
xmu_2,756,113400,113999,1.0
xmu_2,757,113550,114149,1.0
xmu_2,758,113700,114299,1.0
xmu_2,759,113850,114449,1.0
xmu_2,760,114000,114599,1.0
xmu_2,761,114150,114749,1.0
xmu_2,762,114300,114899,1.0
xmu_2,763,114450,115049,1.0
xmu_2,764,114600,115199,1.0
xmu_2,765,114750,115349,1.0
xmu_2,766,114900,115499,1.0
xmu_2,767,115050,115649,1.0
xmu_2,768,115200,115799,1.0
xmu_2,769,115350,115949,1.0
xmu_2,770,115500,116099,1.0
xmu_2,771,115650,116249,1.0
xmu_2,772,115800,116399,1.0
xmu_2,773,115950,116549,1.0
xmu_2,774,116100,116699,1.0
xmu_2,775,116250,116849,1.0
xmu_2,776,116400,116999,1.0
xmu_2,777,116550,117149,1.0
xmu_2,778,116700,117299,1.0
xmu_2,779,116850,117449,1.0
xmu_2,780,117000,117599,1.0
xmu_2,781,117150,117749,1.0
xmu_2,782,117300,117899,1.0
xmu_2,783,117450,118049,1.0
xmu_2,784,117600,118199,1.0
xmu_2,785,117750,118349,1.0
